2026-01-07T21:32:10Z,22.443
2026-01-07T21:32:11Z,22.997
2026-01-07T21:32:12Z,21.315
2026-01-07T21:32:13Z,22.483
2026-01-07T21:32:15Z,22.554
2026-01-07T21:32:16Z,22.501
2026-01-07T21:32:17Z,23.277
2026-01-07T21:32:18Z,24.181
2026-01-07T21:32:19Z,25.550
2026-01-07T21:32:20Z,23.772
2026-01-07T21:32:21Z,24.133
2026-01-07T21:32:22Z,21.982
2026-01-07T21:32:23Z,23.800
2026-01-07T21:32:24Z,23.150
2026-01-07T21:32:25Z,22.277
2026-01-07T21:32:26Z,23.647
2026-01-07T21:32:27Z,24.097
2026-01-07T21:32:28Z,25.684
2026-01-07T21:32:29Z,23.924
2026-01-07T21:32:30Z,24.214
2026-01-07T21:32:31Z,23.853
2026-01-07T21:32:32Z,25.341
2026-01-07T21:32:33Z,22.086
2026-01-07T21:32:34Z,24.956
2026-01-07T21:32:35Z,22.810
2026-01-07T21:32:36Z,23.851
2026-01-07T21:32:37Z,23.557
2026-01-07T21:32:38Z,24.623
2026-01-07T21:32:39Z,21.869
2026-01-07T21:32:40Z,22.772
2026-01-07T21:32:41Z,22.039
2026-01-07T21:32:42Z,24.863
2026-01-07T21:32:43Z,23.847
2026-01-07T21:32:44Z,24.329
2026-01-07T21:32:45Z,25.005
2026-01-07T21:32:46Z,23.830
2026-01-07T21:32:47Z,23.595
2026-01-07T21:32:48Z,21.930
2026-01-07T21:32:49Z,23.779
2026-01-07T21:32:50Z,22.486
2026-01-07T21:32:51Z,23.703
2026-01-07T21:32:52Z,22.266
2026-01-07T21:32:53Z,24.635
2026-01-07T21:32:54Z,24.215
2026-01-07T21:32:55Z,23.776
2026-01-07T21:32:56Z,23.343
2026-01-07T21:32:57Z,22.008
2026-01-07T21:32:58Z,23.337
2026-01-07T21:32:59Z,24.341
2026-01-07T21:33:00Z,23.861
2026-01-07T21:33:01Z,24.194
2026-01-07T21:33:02Z,21.236
2026-01-07T21:33:03Z,21.129
2026-01-07T21:33:04Z,23.623
2026-01-07T21:33:05Z,23.575
2026-01-07T21:33:06Z,24.602
2026-01-07T21:33:07Z,24.236
2026-01-07T21:33:08Z,21.937
2026-01-07T21:33:09Z,22.200
2026-01-07T21:33:10Z,23.438
2026-01-07T21:33:11Z,22.081
